State,Year,Month,TelehealthType,ServiceType,ServiceCount,RatePer1000Beneficiaries,DataQuality
Puerto Rico,2018,06,Remote patient monitoring,All,0,0.0,
Puerto Rico,2018,06,Store and forward,All,0,0.0,
Rhode Island,2018,06,Live audio/video,All,19,0.1,Unusable
Rhode Island,2018,06,Other telehealth,All,0,0.0,Unusable
Rhode Island,2018,06,Remote patient monitoring,All,0,0.0,Unusable
Rhode Island,2018,06,Store and forward,All,0,0.0,Unusable
South Carolina,2018,06,Live audio/video,All,1224,1.0,
South Carolina,2018,06,Other telehealth,All,0,0.0,
South Carolina,2018,06,Remote patient monitoring,All,0,0.0,
South Carolina,2018,06,Store and forward,All,0,0.0,
South Dakota,2018,06,Live audio/video,All,244,2.0,
South Dakota,2018,06,Remote patient monitoring,All,0,0.0,
South Dakota,2018,06,Store and forward,All,0,0.0,
Tennessee,2018,06,Live audio/video,All,2385,1.4,
Tennessee,2018,06,Remote patient monitoring,All,12,0.0,
Texas,2018,06,Live audio/video,All,11864,2.5,
Texas,2018,06,Other telehealth,All,203,0.0,
Texas,2018,06,Remote patient monitoring,All,172,0.0,
Texas,2018,06,Store and forward,All,639,0.1,
Utah,2018,06,Live audio/video,All,149,0.5,Unusable
Utah,2018,06,Other telehealth,All,0,0.0,Unusable
Utah,2018,06,Remote patient monitoring,All,0,0.0,Unusable
Utah,2018,06,Store and forward,All,0,0.0,Unusable
Vermont,2018,06,Live audio/video,All,49,0.3,
Vermont,2018,06,Other telehealth,All,106,0.6,
Vermont,2018,06,Store and forward,All,0,0.0,
Virgin Islands,2018,06,Live audio/video,All,0,0.0,
Virgin Islands,2018,06,Other telehealth,All,0,0.0,
Virgin Islands,2018,06,Remote patient monitoring,All,0,0.0,
Virgin Islands,2018,06,Store and forward,All,0,0.0,
Virginia,2018,06,Live audio/video,All,1871,1.5,
Virginia,2018,06,Other telehealth,All,0,0.0,
Virginia,2018,06,Remote patient monitoring,All,0,0.0,
Washington,2018,06,Live audio/video,All,6489,3.5,
West Virginia,2018,06,Live audio/video,All,1334,2.3,
West Virginia,2018,06,Other telehealth,All,0,0.0,
West Virginia,2018,06,Remote patient monitoring,All,24,0.0,
West Virginia,2018,06,Store and forward,All,0,0.0,
Wisconsin,2018,06,Live audio/video,All,3407,3.0,
Wisconsin,2018,06,Store and forward,All,0,0.0,
Wyoming,2018,06,Live audio/video,All,355,5.2,
Wyoming,2018,06,Other telehealth,All,0,0.0,
Wyoming,2018,06,Remote patient monitoring,All,0,0.0,
Wyoming,2018,06,Store and forward,All,0,0.0,
Alabama,2018,07,Live audio/video,All,2115,1.7,
Alabama,2018,07,Other telehealth,All,0,0.0,
Alabama,2018,07,Store and forward,All,0,0.0,
Alaska,2018,07,Live audio/video,All,1065,4.9,
Alaska,2018,07,Other telehealth,All,0,0.0,
Alaska,2018,07,Remote patient monitoring,All,0,0.0,
Alaska,2018,07,Store and forward,All,415,1.9,
Arizona,2018,07,Live audio/video,All,73439,37.9,
Arizona,2018,07,Remote patient monitoring,All,0,0.0,
Arizona,2018,07,Store and forward,All,51,0.0,
Arkansas,2018,07,Live audio/video,All,2364,2.4,
Arkansas,2018,07,Other telehealth,All,0,0.0,
Arkansas,2018,07,Remote patient monitoring,All,0,0.0,
California,2018,07,Live audio/video,All,24071,1.7,
California,2018,07,Other telehealth,All,28,0.0,
California,2018,07,Remote patient monitoring,All,70,0.0,
California,2018,07,Store and forward,All,1191,0.1,
Colorado,2018,07,Live audio/video,All,975,0.7,
Colorado,2018,07,Other telehealth,All,0,0.0,
Connecticut,2018,07,Live audio/video,All,20,0.0,
Delaware,2018,07,Live audio/video,All,1119,4.5,
Delaware,2018,07,Other telehealth,All,0,0.0,
Delaware,2018,07,Store and forward,All,0,0.0,
District of Columbia,2018,07,Live audio/video,All,627,2.4,
District of Columbia,2018,07,Other telehealth,All,0,0.0,
District of Columbia,2018,07,Remote patient monitoring,All,0,0.0,
District of Columbia,2018,07,Store and forward,All,0,0.0,
Florida,2018,07,Live audio/video,All,154,0.0,
Florida,2018,07,Other telehealth,All,0,0.0,
Florida,2018,07,Remote patient monitoring,All,0,0.0,
Florida,2018,07,Store and forward,All,0,0.0,
Georgia,2018,07,Live audio/video,All,5363,2.5,
Georgia,2018,07,Other telehealth,All,273,0.1,
Georgia,2018,07,Store and forward,All,0,0.0,
Hawaii,2018,07,Live audio/video,All,710,2.0,
Hawaii,2018,07,Other telehealth,All,0,0.0,
Hawaii,2018,07,Remote patient monitoring,All,0,0.0,
Idaho,2018,07,Live audio/video,All,124,0.4,
Idaho,2018,07,Other telehealth,All,0,0.0,
Idaho,2018,07,Remote patient monitoring,All,0,0.0,
Idaho,2018,07,Store and forward,All,0,0.0,
Illinois,2018,07,Live audio/video,All,862,0.3,
Illinois,2018,07,Other telehealth,All,0,0.0,
Illinois,2018,07,Store and forward,All,0,0.0,
Indiana,2018,07,Live audio/video,All,1841,1.2,
Indiana,2018,07,Remote patient monitoring,All,23,0.0,
Indiana,2018,07,Store and forward,All,0,0.0,
Iowa,2018,07,Live audio/video,All,4198,6.1,
Iowa,2018,07,Remote patient monitoring,All,0,0.0,
Iowa,2018,07,Store and forward,All,0,0.0,
Kansas,2018,07,Live audio/video,All,1764,4.1,
Kansas,2018,07,Other telehealth,All,0,0.0,
Kansas,2018,07,Remote patient monitoring,All,0,0.0,
Kansas,2018,07,Store and forward,All,0,0.0,
Kentucky,2018,07,Live audio/video,All,3835,2.4,
Kentucky,2018,07,Remote patient monitoring,All,0,0.0,
Kentucky,2018,07,Store and forward,All,0,0.0,
Louisiana,2018,07,Live audio/video,All,3899,2.4,
Louisiana,2018,07,Store and forward,All,0,0.0,
Maine,2018,07,Live audio/video,All,2816,10.2,
Maine,2018,07,Other telehealth,All,0,0.0,
Maine,2018,07,Remote patient monitoring,All,0,0.0,
Maine,2018,07,Store and forward,All,0,0.0,
Maryland,2018,07,Live audio/video,All,2885,2.1,
Maryland,2018,07,Remote patient monitoring,All,15,0.0,
Maryland,2018,07,Store and forward,All,0,0.0,
Massachusetts,2018,07,Live audio/video,All,638,0.3,
Massachusetts,2018,07,Other telehealth,All,48,0.0,
Massachusetts,2018,07,Store and forward,All,0,0.0,
Michigan,2018,07,Live audio/video,All,4578,1.8,
Michigan,2018,07,Other telehealth,All,24,0.0,
Michigan,2018,07,Remote patient monitoring,All,0,0.0,
Minnesota,2018,07,Live audio/video,All,4396,3.9,
Minnesota,2018,07,Other telehealth,All,12,0.0,
Minnesota,2018,07,Remote patient monitoring,All,0,0.0,
Minnesota,2018,07,Store and forward,All,18,0.0,
Mississippi,2018,07,Live audio/video,All,1002,1.3,
Mississippi,2018,07,Remote patient monitoring,All,31,0.0,
Missouri,2018,07,Live audio/video,All,2846,2.7,
Missouri,2018,07,Other telehealth,All,0,0.0,
Missouri,2018,07,Remote patient monitoring,All,24,0.0,
Montana,2018,07,Live audio/video,All,2579,8.3,
Montana,2018,07,Other telehealth,All,0,0.0,
Montana,2018,07,Remote patient monitoring,All,0,0.0,
Montana,2018,07,Store and forward,All,0,0.0,
Nebraska,2018,07,Live audio/video,All,512,2.0,
Nebraska,2018,07,Other telehealth,All,0,0.0,
Nebraska,2018,07,Store and forward,All,0,0.0,
Nevada,2018,07,Live audio/video,All,3080,4.4,
Nevada,2018,07,Other telehealth,All,0,0.0,
Nevada,2018,07,Remote patient monitoring,All,64,0.1,
New Hampshire,2018,07,Live audio/video,All,107,0.5,
New Hampshire,2018,07,Remote patient monitoring,All,0,0.0,
New Hampshire,2018,07,Store and forward,All,0,0.0,
New Jersey,2018,07,Live audio/video,All,882,0.5,
New Jersey,2018,07,Remote patient monitoring,All,66,0.0,
New Jersey,2018,07,Store and forward,All,0,0.0,
New Mexico,2018,07,Live audio/video,All,2186,2.6,
New Mexico,2018,07,Store and forward,All,16,0.0,
New York,2018,07,Live audio/video,All,1267,0.2,
New York,2018,07,Other telehealth,All,61,0.0,
New York,2018,07,Remote patient monitoring,All,174,0.0,
New York,2018,07,Store and forward,All,43,0.0,
North Carolina,2018,07,Live audio/video,All,4997,2.2,
North Carolina,2018,07,Other telehealth,All,0,0.0,
North Carolina,2018,07,Store and forward,All,0,0.0,
North Dakota,2018,07,Live audio/video,All,815,8.4,
North Dakota,2018,07,Other telehealth,All,0,0.0,
North Dakota,2018,07,Store and forward,All,0,0.0,
Ohio,2018,07,Live audio/video,All,7328,2.5,
Ohio,2018,07,Other telehealth,All,11,0.0,
Ohio,2018,07,Remote patient monitoring,All,0,0.0,
Ohio,2018,07,Store and forward,All,139,0.0,
Oklahoma,2018,07,Live audio/video,All,2102,2.5,
Oklahoma,2018,07,Other telehealth,All,69,0.1,
Oklahoma,2018,07,Store and forward,All,0,0.0,
Oregon,2018,07,Live audio/video,All,4289,3.9,
Oregon,2018,07,Remote patient monitoring,All,0,0.0,
Pennsylvania,2018,07,Live audio/video,All,3984,1.3,
Pennsylvania,2018,07,Store and forward,All,17,0.0,
Puerto Rico,2018,07,Live audio/video,All,97,0.1,
Puerto Rico,2018,07,Remote patient monitoring,All,0,0.0,
Puerto Rico,2018,07,Store and forward,All,0,0.0,
Rhode Island,2018,07,Live audio/video,All,19,0.1,Unusable
Rhode Island,2018,07,Other telehealth,All,0,0.0,Unusable
Rhode Island,2018,07,Remote patient monitoring,All,0,0.0,Unusable
Rhode Island,2018,07,Store and forward,All,0,0.0,Unusable
South Carolina,2018,07,Live audio/video,All,1266,1.0,
South Carolina,2018,07,Other telehealth,All,0,0.0,
South Carolina,2018,07,Remote patient monitoring,All,0,0.0,
South Carolina,2018,07,Store and forward,All,0,0.0,
South Dakota,2018,07,Live audio/video,All,261,2.1,
South Dakota,2018,07,Remote patient monitoring,All,0,0.0,
South Dakota,2018,07,Store and forward,All,0,0.0,
Tennessee,2018,07,Live audio/video,All,2628,1.6,
Texas,2018,07,Live audio/video,All,11895,2.5,
Texas,2018,07,Other telehealth,All,216,0.0,
Texas,2018,07,Remote patient monitoring,All,164,0.0,
Texas,2018,07,Store and forward,All,509,0.1,
Utah,2018,07,Live audio/video,All,124,0.4,Unusable
Utah,2018,07,Other telehealth,All,0,0.0,Unusable
Utah,2018,07,Remote patient monitoring,All,0,0.0,Unusable
Utah,2018,07,Store and forward,All,0,0.0,Unusable
Vermont,2018,07,Live audio/video,All,182,1.0,
Vermont,2018,07,Other telehealth,All,63,0.4,
Vermont,2018,07,Remote patient monitoring,All,0,0.0,
Vermont,2018,07,Store and forward,All,0,0.0,
Virgin Islands,2018,07,Live audio/video,All,0,0.0,
Virgin Islands,2018,07,Other telehealth,All,0,0.0,
Virgin Islands,2018,07,Remote patient monitoring,All,0,0.0,
Virgin Islands,2018,07,Store and forward,All,0,0.0,
Virginia,2018,07,Live audio/video,All,1888,1.5,
Washington,2018,07,Live audio/video,All,7542,4.1,
Washington,2018,07,Store and forward,All,0,0.0,
West Virginia,2018,07,Live audio/video,All,1229,2.2,
West Virginia,2018,07,Other telehealth,All,0,0.0,
West Virginia,2018,07,Remote patient monitoring,All,24,0.0,
West Virginia,2018,07,Store and forward,All,0,0.0,
Wisconsin,2018,07,Live audio/video,All,3459,3.0,
Wisconsin,2018,07,Remote patient monitoring,All,0,0.0,
Wisconsin,2018,07,Store and forward,All,0,0.0,
Wyoming,2018,07,Live audio/video,All,344,5.1,
Wyoming,2018,07,Other telehealth,All,0,0.0,
Wyoming,2018,07,Remote patient monitoring,All,0,0.0,
Wyoming,2018,07,Store and forward,All,0,0.0,
Alabama,2018,08,Live audio/video,All,2421,1.9,
Alabama,2018,08,Other telehealth,All,0,0.0,
Alabama,2018,08,Remote patient monitoring,All,0,0.0,
Alabama,2018,08,Store and forward,All,0,0.0,
Alaska,2018,08,Live audio/video,All,1177,5.3,
Alaska,2018,08,Other telehealth,All,0,0.0,
Alaska,2018,08,Remote patient monitoring,All,0,0.0,
Alaska,2018,08,Store and forward,All,445,2.0,
Arizona,2018,08,Live audio/video,All,85343,43.8,
Arizona,2018,08,Other telehealth,All,0,0.0,
Arkansas,2018,08,Live audio/video,All,2522,2.6,
Arkansas,2018,08,Other telehealth,All,0,0.0,
Arkansas,2018,08,Store and forward,All,0,0.0,
California,2018,08,Live audio/video,All,28037,2.0,
California,2018,08,Other telehealth,All,39,0.0,
California,2018,08,Remote patient monitoring,All,126,0.0,
California,2018,08,Store and forward,All,1288,0.1,
Colorado,2018,08,Live audio/video,All,1223,0.9,
Colorado,2018,08,Other telehealth,All,0,0.0,
Colorado,2018,08,Store and forward,All,0,0.0,
Connecticut,2018,08,Live audio/video,All,19,0.0,
Connecticut,2018,08,Remote patient monitoring,All,0,0.0,
Delaware,2018,08,Live audio/video,All,1187,4.8,
Delaware,2018,08,Other telehealth,All,0,0.0,
Delaware,2018,08,Store and forward,All,0,0.0,
District of Columbia,2018,08,Live audio/video,All,813,3.1,
District of Columbia,2018,08,Other telehealth,All,0,0.0,
District of Columbia,2018,08,Remote patient monitoring,All,0,0.0,
District of Columbia,2018,08,Store and forward,All,0,0.0,
Florida,2018,08,Live audio/video,All,159,0.0,
Florida,2018,08,Other telehealth,All,0,0.0,
Florida,2018,08,Remote patient monitoring,All,0,0.0,
Florida,2018,08,Store and forward,All,0,0.0,
Georgia,2018,08,Live audio/video,All,6493,3.0,
Georgia,2018,08,Other telehealth,All,289,0.1,
Georgia,2018,08,Remote patient monitoring,All,0,0.0,
Georgia,2018,08,Store and forward,All,0,0.0,
Hawaii,2018,08,Live audio/video,All,847,2.4,
Hawaii,2018,08,Other telehealth,All,0,0.0,
Hawaii,2018,08,Remote patient monitoring,All,0,0.0,
Hawaii,2018,08,Store and forward,All,12,0.0,
Idaho,2018,08,Live audio/video,All,193,0.6,
Idaho,2018,08,Other telehealth,All,0,0.0,
Idaho,2018,08,Remote patient monitoring,All,0,0.0,
Idaho,2018,08,Store and forward,All,0,0.0,
Illinois,2018,08,Live audio/video,All,1015,0.3,
Indiana,2018,08,Live audio/video,All,2111,1.4,
Indiana,2018,08,Remote patient monitoring,All,19,0.0,
Iowa,2018,08,Live audio/video,All,4701,6.8,
Iowa,2018,08,Remote patient monitoring,All,0,0.0,
Iowa,2018,08,Store and forward,All,0,0.0,
Kansas,2018,08,Live audio/video,All,2120,4.9,
Kansas,2018,08,Other telehealth,All,0,0.0,
Kansas,2018,08,Remote patient monitoring,All,0,0.0,
Kansas,2018,08,Store and forward,All,0,0.0,
Kentucky,2018,08,Live audio/video,All,4494,2.8,
Kentucky,2018,08,Remote patient monitoring,All,0,0.0,
Kentucky,2018,08,Store and forward,All,0,0.0,
Louisiana,2018,08,Live audio/video,All,4882,3.0,
Louisiana,2018,08,Remote patient monitoring,All,22,0.0,
Louisiana,2018,08,Store and forward,All,0,0.0,
Maine,2018,08,Live audio/video,All,1566,5.7,
Maine,2018,08,Other telehealth,All,0,0.0,
Maine,2018,08,Remote patient monitoring,All,0,0.0,
Maryland,2018,08,Live audio/video,All,3189,2.3,
Maryland,2018,08,Remote patient monitoring,All,14,0.0,
Massachusetts,2018,08,Live audio/video,All,799,0.4,
Massachusetts,2018,08,Other telehealth,All,36,0.0,
Massachusetts,2018,08,Remote patient monitoring,All,0,0.0,
Massachusetts,2018,08,Store and forward,All,0,0.0,
Michigan,2018,08,Live audio/video,All,5239,2.1,
Michigan,2018,08,Other telehealth,All,34,0.0,
Michigan,2018,08,Store and forward,All,0,0.0,
Minnesota,2018,08,Live audio/video,All,5167,4.6,
Minnesota,2018,08,Remote patient monitoring,All,0,0.0,
Minnesota,2018,08,Store and forward,All,18,0.0,
Mississippi,2018,08,Live audio/video,All,1153,1.5,
Mississippi,2018,08,Remote patient monitoring,All,0,0.0,
Missouri,2018,08,Live audio/video,All,4132,3.9,
Missouri,2018,08,Other telehealth,All,0,0.0,
Missouri,2018,08,Remote patient monitoring,All,19,0.0,
Missouri,2018,08,Store and forward,All,18,0.0,
Montana,2018,08,Live audio/video,All,2991,9.6,
Montana,2018,08,Other telehealth,All,0,0.0,
Montana,2018,08,Remote patient monitoring,All,0,0.0,
Montana,2018,08,Store and forward,All,0,0.0,
Nebraska,2018,08,Live audio/video,All,612,2.4,
Nebraska,2018,08,Other telehealth,All,0,0.0,
Nebraska,2018,08,Store and forward,All,0,0.0,
Nevada,2018,08,Live audio/video,All,3086,4.4,
Nevada,2018,08,Other telehealth,All,0,0.0,
Nevada,2018,08,Remote patient monitoring,All,72,0.1,
Nevada,2018,08,Store and forward,All,0,0.0,
New Hampshire,2018,08,Live audio/video,All,78,0.4,
New Hampshire,2018,08,Remote patient monitoring,All,0,0.0,
New Hampshire,2018,08,Store and forward,All,0,0.0,
New Jersey,2018,08,Live audio/video,All,1019,0.5,
New Jersey,2018,08,Remote patient monitoring,All,59,0.0,
New Jersey,2018,08,Store and forward,All,0,0.0,
New Mexico,2018,08,Live audio/video,All,2374,2.8,
New Mexico,2018,08,Remote patient monitoring,All,16,0.0,
New Mexico,2018,08,Store and forward,All,13,0.0,
New York,2018,08,Live audio/video,All,1357,0.2,
New York,2018,08,Other telehealth,All,62,0.0,
New York,2018,08,Remote patient monitoring,All,121,0.0,
New York,2018,08,Store and forward,All,37,0.0,
North Carolina,2018,08,Live audio/video,All,5452,2.4,
North Carolina,2018,08,Remote patient monitoring,All,13,0.0,
North Carolina,2018,08,Store and forward,All,0,0.0,
North Dakota,2018,08,Live audio/video,All,971,10.0,
North Dakota,2018,08,Other telehealth,All,0,0.0,
North Dakota,2018,08,Store and forward,All,0,0.0,
Ohio,2018,08,Live audio/video,All,8305,2.9,
Oklahoma,2018,08,Live audio/video,All,2192,2.6,
Oklahoma,2018,08,Other telehealth,All,90,0.1,
Oregon,2018,08,Live audio/video,All,4789,4.4,
Oregon,2018,08,Remote patient monitoring,All,0,0.0,
Oregon,2018,08,Store and forward,All,0,0.0,
Pennsylvania,2018,08,Live audio/video,All,4305,1.4,
Puerto Rico,2018,08,Live audio/video,All,110,0.1,
Puerto Rico,2018,08,Other telehealth,All,0,0.0,
Puerto Rico,2018,08,Remote patient monitoring,All,0,0.0,
Puerto Rico,2018,08,Store and forward,All,0,0.0,
Rhode Island,2018,08,Live audio/video,All,26,0.1,Unusable
Rhode Island,2018,08,Other telehealth,All,0,0.0,Unusable
Rhode Island,2018,08,Remote patient monitoring,All,0,0.0,Unusable
Rhode Island,2018,08,Store and forward,All,0,0.0,Unusable
South Carolina,2018,08,Live audio/video,All,1491,1.2,
South Carolina,2018,08,Other telehealth,All,0,0.0,
South Carolina,2018,08,Remote patient monitoring,All,0,0.0,
South Carolina,2018,08,Store and forward,All,0,0.0,
South Dakota,2018,08,Live audio/video,All,330,2.7,
South Dakota,2018,08,Other telehealth,All,25,0.2,
South Dakota,2018,08,Remote patient monitoring,All,0,0.0,
South Dakota,2018,08,Store and forward,All,0,0.0,
Tennessee,2018,08,Live audio/video,All,3122,1.9,
Texas,2018,08,Live audio/video,All,13454,2.8,
Texas,2018,08,Other telehealth,All,251,0.1,
Texas,2018,08,Remote patient monitoring,All,114,0.0,
Texas,2018,08,Store and forward,All,509,0.1,
Utah,2018,08,Live audio/video,All,151,0.5,Unusable
Utah,2018,08,Other telehealth,All,0,0.0,Unusable
Utah,2018,08,Remote patient monitoring,All,0,0.0,Unusable
Utah,2018,08,Store and forward,All,0,0.0,Unusable
Vermont,2018,08,Live audio/video,All,67,0.4,
Vermont,2018,08,Other telehealth,All,99,0.6,
Vermont,2018,08,Remote patient monitoring,All,0,0.0,
Vermont,2018,08,Store and forward,All,0,0.0,
Virgin Islands,2018,08,Live audio/video,All,0,0.0,
Virgin Islands,2018,08,Other telehealth,All,0,0.0,
Virgin Islands,2018,08,Remote patient monitoring,All,0,0.0,
Virgin Islands,2018,08,Store and forward,All,0,0.0,
Virginia,2018,08,Live audio/video,All,2116,1.7,
Virginia,2018,08,Other telehealth,All,11,0.0,
Washington,2018,08,Live audio/video,All,8470,4.6,
Washington,2018,08,Store and forward,All,0,0.0,
West Virginia,2018,08,Live audio/video,All,1675,2.9,
West Virginia,2018,08,Other telehealth,All,0,0.0,
West Virginia,2018,08,Remote patient monitoring,All,26,0.0,
West Virginia,2018,08,Store and forward,All,0,0.0,
Wisconsin,2018,08,Live audio/video,All,3758,3.3,
Wisconsin,2018,08,Remote patient monitoring,All,0,0.0,
Wisconsin,2018,08,Store and forward,All,0,0.0,
Wyoming,2018,08,Live audio/video,All,380,5.6,
Wyoming,2018,08,Other telehealth,All,0,0.0,
Wyoming,2018,08,Remote patient monitoring,All,0,0.0,
Wyoming,2018,08,Store and forward,All,0,0.0,
Alabama,2018,09,Live audio/video,All,2035,1.6,
Alabama,2018,09,Other telehealth,All,0,0.0,
Alabama,2018,09,Store and forward,All,0,0.0,
Alaska,2018,09,Live audio/video,All,1037,4.7,
Alaska,2018,09,Other telehealth,All,0,0.0,
Alaska,2018,09,Remote patient monitoring,All,0,0.0,
Alaska,2018,09,Store and forward,All,344,1.6,
Arizona,2018,09,Live audio/video,All,72325,37.2,
Arizona,2018,09,Remote patient monitoring,All,0,0.0,
Arkansas,2018,09,Live audio/video,All,2341,2.4,
Arkansas,2018,09,Other telehealth,All,0,0.0,
Arkansas,2018,09,Store and forward,All,0,0.0,
California,2018,09,Live audio/video,All,28546,2.0,
California,2018,09,Other telehealth,All,39,0.0,
California,2018,09,Remote patient monitoring,All,142,0.0,
California,2018,09,Store and forward,All,1074,0.1,
Colorado,2018,09,Live audio/video,All,1065,0.8,
Colorado,2018,09,Other telehealth,All,0,0.0,
Colorado,2018,09,Store and forward,All,0,0.0,
Connecticut,2018,09,Live audio/video,All,19,0.0,
Connecticut,2018,09,Remote patient monitoring,All,0,0.0,
Connecticut,2018,09,Store and forward,All,0,0.0,
Delaware,2018,09,Live audio/video,All,1287,5.2,
Delaware,2018,09,Other telehealth,All,0,0.0,
Delaware,2018,09,Store and forward,All,0,0.0,
District of Columbia,2018,09,Live audio/video,All,632,2.4,
District of Columbia,2018,09,Other telehealth,All,0,0.0,
District of Columbia,2018,09,Remote patient monitoring,All,0,0.0,
District of Columbia,2018,09,Store and forward,All,0,0.0,
Florida,2018,09,Live audio/video,All,136,0.0,
Florida,2018,09,Other telehealth,All,0,0.0,
Florida,2018,09,Store and forward,All,0,0.0,
Georgia,2018,09,Live audio/video,All,5700,2.7,
Georgia,2018,09,Other telehealth,All,299,0.1,
Georgia,2018,09,Remote patient monitoring,All,0,0.0,
Hawaii,2018,09,Live audio/video,All,787,2.2,
Hawaii,2018,09,Other telehealth,All,0,0.0,
Hawaii,2018,09,Remote patient monitoring,All,0,0.0,
Idaho,2018,09,Live audio/video,All,450,1.5,
Idaho,2018,09,Other telehealth,All,0,0.0,
Idaho,2018,09,Remote patient monitoring,All,0,0.0,
Idaho,2018,09,Store and forward,All,0,0.0,
Illinois,2018,09,Live audio/video,All,882,0.3,
Indiana,2018,09,Live audio/video,All,1851,1.3,
Indiana,2018,09,Remote patient monitoring,All,16,0.0,
Iowa,2018,09,Live audio/video,All,4524,6.5,
Iowa,2018,09,Store and forward,All,0,0.0,
Kansas,2018,09,Live audio/video,All,2046,4.8,
Kansas,2018,09,Other telehealth,All,0,0.0,
Kansas,2018,09,Remote patient monitoring,All,0,0.0,
Kansas,2018,09,Store and forward,All,0,0.0,
Kentucky,2018,09,Live audio/video,All,4201,2.6,
Kentucky,2018,09,Other telehealth,All,0,0.0,
Kentucky,2018,09,Remote patient monitoring,All,0,0.0,
Kentucky,2018,09,Store and forward,All,0,0.0,
Louisiana,2018,09,Live audio/video,All,4209,2.5,
Louisiana,2018,09,Store and forward,All,0,0.0,
Maine,2018,09,Live audio/video,All,1826,6.6,
Maine,2018,09,Remote patient monitoring,All,0,0.0,
Maine,2018,09,Store and forward,All,0,0.0,
Maryland,2018,09,Live audio/video,All,2364,1.7,
Maryland,2018,09,Store and forward,All,0,0.0,
Massachusetts,2018,09,Live audio/video,All,673,0.4,
Massachusetts,2018,09,Other telehealth,All,28,0.0,
Massachusetts,2018,09,Remote patient monitoring,All,0,0.0,
Massachusetts,2018,09,Store and forward,All,0,0.0,
Michigan,2018,09,Live audio/video,All,4875,1.9,
Michigan,2018,09,Other telehealth,All,17,0.0,
Michigan,2018,09,Store and forward,All,0,0.0,
Minnesota,2018,09,Live audio/video,All,5244,4.7,
Minnesota,2018,09,Other telehealth,All,12,0.0,
Minnesota,2018,09,Remote patient monitoring,All,0,0.0,
Minnesota,2018,09,Store and forward,All,11,0.0,
Mississippi,2018,09,Live audio/video,All,1023,1.4,
Missouri,2018,09,Live audio/video,All,3182,3.1,
Missouri,2018,09,Other telehealth,All,0,0.0,
Missouri,2018,09,Store and forward,All,22,0.0,
Montana,2018,09,Live audio/video,All,2959,9.5,
Montana,2018,09,Other telehealth,All,0,0.0,
Nebraska,2018,09,Live audio/video,All,485,1.9,
Nebraska,2018,09,Other telehealth,All,0,0.0,
Nebraska,2018,09,Store and forward,All,0,0.0,
Nevada,2018,09,Live audio/video,All,2854,4.1,
Nevada,2018,09,Other telehealth,All,0,0.0,
Nevada,2018,09,Remote patient monitoring,All,61,0.1,
Nevada,2018,09,Store and forward,All,0,0.0,
New Hampshire,2018,09,Live audio/video,All,111,0.5,
New Hampshire,2018,09,Other telehealth,All,0,0.0,
New Hampshire,2018,09,Remote patient monitoring,All,0,0.0,
New Hampshire,2018,09,Store and forward,All,0,0.0,
New Jersey,2018,09,Live audio/video,All,343,0.2,
New Jersey,2018,09,Remote patient monitoring,All,54,0.0,
New Jersey,2018,09,Store and forward,All,0,0.0,
New Mexico,2018,09,Live audio/video,All,2087,2.5,
New Mexico,2018,09,Other telehealth,All,15,0.0,
New Mexico,2018,09,Remote patient monitoring,All,12,0.0,
New York,2018,09,Live audio/video,All,1464,0.2,
New York,2018,09,Other telehealth,All,46,0.0,
New York,2018,09,Remote patient monitoring,All,156,0.0,
New York,2018,09,Store and forward,All,107,0.0,
North Carolina,2018,09,Live audio/video,All,4303,1.9,
North Carolina,2018,09,Other telehealth,All,0,0.0,
North Carolina,2018,09,Remote patient monitoring,All,13,0.0,
North Carolina,2018,09,Store and forward,All,0,0.0,
North Dakota,2018,09,Live audio/video,All,613,6.3,
North Dakota,2018,09,Other telehealth,All,0,0.0,
North Dakota,2018,09,Remote patient monitoring,All,0,0.0,
North Dakota,2018,09,Store and forward,All,0,0.0,
Ohio,2018,09,Live audio/video,All,7045,2.4,
Ohio,2018,09,Store and forward,All,21,0.0,
Oklahoma,2018,09,Live audio/video,All,2343,2.8,
Oklahoma,2018,09,Other telehealth,All,67,0.1,
Oklahoma,2018,09,Store and forward,All,0,0.0,
Oregon,2018,09,Live audio/video,All,4206,3.8,
Oregon,2018,09,Store and forward,All,0,0.0,
Pennsylvania,2018,09,Live audio/video,All,3671,1.2,
Pennsylvania,2018,09,Store and forward,All,14,0.0,
Puerto Rico,2018,09,Live audio/video,All,167,0.1,
Puerto Rico,2018,09,Other telehealth,All,0,0.0,
Puerto Rico,2018,09,Remote patient monitoring,All,0,0.0,
Puerto Rico,2018,09,Store and forward,All,0,0.0,
Rhode Island,2018,09,Live audio/video,All,19,0.1,Unusable
Rhode Island,2018,09,Other telehealth,All,0,0.0,Unusable
Rhode Island,2018,09,Remote patient monitoring,All,0,0.0,Unusable
Rhode Island,2018,09,Store and forward,All,0,0.0,Unusable
South Carolina,2018,09,Live audio/video,All,1302,1.0,
South Carolina,2018,09,Other telehealth,All,0,0.0,
South Carolina,2018,09,Store and forward,All,0,0.0,
South Dakota,2018,09,Live audio/video,All,272,2.2,
South Dakota,2018,09,Other telehealth,All,12,0.1,
South Dakota,2018,09,Remote patient monitoring,All,0,0.0,
South Dakota,2018,09,Store and forward,All,0,0.0,
Tennessee,2018,09,Live audio/video,All,2907,1.8,
Tennessee,2018,09,Remote patient monitoring,All,20,0.0,
