State,Year,Month,TelehealthType,ServiceType,ServiceCount,RatePer1000Beneficiaries,DataQuality
Alabama,2020,04,Live audio/video,All,125922,106.0,
Alabama,2020,04,Other telehealth,All,324,0.3,
Alabama,2020,04,Remote patient monitoring,All,103,0.1,
Alabama,2020,04,Store and forward,All,141,0.1,
Alaska,2020,04,Live audio/video,All,46111,196.5,
Alaska,2020,04,Other telehealth,All,156,0.7,
Alaska,2020,04,Store and forward,All,340,1.4,
Arizona,2020,04,Live audio/video,All,559679,282.2,
Arizona,2020,04,Other telehealth,All,430,0.2,
Arizona,2020,04,Remote patient monitoring,All,279,0.1,
Arizona,2020,04,Store and forward,All,1812,0.9,
Arkansas,2020,04,Live audio/video,All,169406,176.1,
Arkansas,2020,04,Other telehealth,All,1108,1.2,
Arkansas,2020,04,Remote patient monitoring,All,12,0.0,
Arkansas,2020,04,Store and forward,All,192,0.2,
California,2020,04,Live audio/video,All,1612183,119.3,
California,2020,04,Other telehealth,All,27821,2.1,
California,2020,04,Remote patient monitoring,All,1232,0.1,
California,2020,04,Store and forward,All,11473,0.8,
Colorado,2020,04,Live audio/video,All,244537,182.7,
Colorado,2020,04,Other telehealth,All,414,0.3,
Colorado,2020,04,Remote patient monitoring,All,232,0.2,
Colorado,2020,04,Store and forward,All,1004,0.8,
Connecticut,2020,04,Live audio/video,All,345167,343.0,
Connecticut,2020,04,Other telehealth,All,2440,2.4,
Connecticut,2020,04,Remote patient monitoring,All,123,0.1,
Connecticut,2020,04,Store and forward,All,900,0.9,
Delaware,2020,04,Live audio/video,All,51840,205.2,
Delaware,2020,04,Other telehealth,All,123,0.5,
Delaware,2020,04,Remote patient monitoring,All,65,0.3,
Delaware,2020,04,Store and forward,All,1246,4.9,
District of Columbia,2020,04,Live audio/video,All,100320,387.8,
District of Columbia,2020,04,Remote patient monitoring,All,24,0.1,
District of Columbia,2020,04,Store and forward,All,50,0.2,
Florida,2020,04,Live audio/video,All,495987,108.9,
Florida,2020,04,Other telehealth,All,3394,0.7,
Florida,2020,04,Remote patient monitoring,All,326,0.1,
Florida,2020,04,Store and forward,All,1651,0.4,
Georgia,2020,04,Live audio/video,All,290846,130.6,
Georgia,2020,04,Other telehealth,All,955,0.4,
Georgia,2020,04,Remote patient monitoring,All,177,0.1,
Georgia,2020,04,Store and forward,All,532,0.2,
Hawaii,2020,04,Live audio/video,All,24826,70.2,
Hawaii,2020,04,Other telehealth,All,293,0.8,
Hawaii,2020,04,Remote patient monitoring,All,55,0.2,
Hawaii,2020,04,Store and forward,All,158,0.4,
Idaho,2020,04,Live audio/video,All,69367,191.7,
Idaho,2020,04,Other telehealth,All,87,0.2,
Idaho,2020,04,Store and forward,All,42,0.1,
Illinois,2020,04,Live audio/video,All,241498,80.3,
Illinois,2020,04,Other telehealth,All,2561,0.9,
Illinois,2020,04,Store and forward,All,281,0.1,
Indiana,2020,04,Live audio/video,All,395835,250.7,
Indiana,2020,04,Other telehealth,All,1382,0.9,
Indiana,2020,04,Store and forward,All,252,0.2,
Iowa,2020,04,Live audio/video,All,131664,184.7,
Iowa,2020,04,Other telehealth,All,434,0.6,
Iowa,2020,04,Remote patient monitoring,All,55,0.1,
Iowa,2020,04,Store and forward,All,119,0.2,
Kansas,2020,04,Live audio/video,All,111758,264.3,
Kansas,2020,04,Other telehealth,All,119,0.3,
Kansas,2020,04,Store and forward,All,48,0.1,
Kentucky,2020,04,Live audio/video,All,359721,227.4,
Kentucky,2020,04,Other telehealth,All,3541,2.2,
Kentucky,2020,04,Remote patient monitoring,All,22,0.0,
Kentucky,2020,04,Store and forward,All,223,0.1,
Louisiana,2020,04,Live audio/video,All,377303,226.2,
Louisiana,2020,04,Other telehealth,All,670,0.4,
Louisiana,2020,04,Remote patient monitoring,All,195,0.1,
Louisiana,2020,04,Store and forward,All,542,0.3,
Maine,2020,04,Live audio/video,All,131868,393.5,Unusable
Maine,2020,04,Other telehealth,All,1271,3.8,Unusable
Maine,2020,04,Remote patient monitoring,All,27,0.1,Unusable
Maine,2020,04,Store and forward,All,110,0.3,Unusable
Maryland,2020,04,Live audio/video,All,281906,195.3,
Maryland,2020,04,Other telehealth,All,2013,1.4,
Maryland,2020,04,Remote patient monitoring,All,445,0.3,
Maryland,2020,04,Store and forward,All,313,0.2,
Massachusetts,2020,04,Live audio/video,All,710258,380.6,
Massachusetts,2020,04,Other telehealth,All,1724,0.9,
Massachusetts,2020,04,Remote patient monitoring,All,18,0.0,
Massachusetts,2020,04,Store and forward,All,2246,1.2,
Michigan,2020,04,Live audio/video,All,538413,212.2,
Michigan,2020,04,Other telehealth,All,2450,1.0,
Michigan,2020,04,Remote patient monitoring,All,265,0.1,
Michigan,2020,04,Store and forward,All,593,0.2,
Minnesota,2020,04,Live audio/video,All,353284,323.1,
Minnesota,2020,04,Other telehealth,All,1693,1.5,
Minnesota,2020,04,Remote patient monitoring,All,19,0.0,
Minnesota,2020,04,Store and forward,All,828,0.8,
Mississippi,2020,04,Live audio/video,All,118280,159.0,
Mississippi,2020,04,Other telehealth,All,2651,3.6,
Mississippi,2020,04,Remote patient monitoring,All,71,0.1,
Mississippi,2020,04,Store and forward,All,498,0.7,
Missouri,2020,04,Live audio/video,All,138490,142.3,
Missouri,2020,04,Other telehealth,All,1376,1.4,
Missouri,2020,04,Remote patient monitoring,All,50,0.1,
Missouri,2020,04,Store and forward,All,734,0.8,
Montana,2020,04,Live audio/video,All,70556,270.6,
Montana,2020,04,Other telehealth,All,131,0.5,
Montana,2020,04,Store and forward,All,175,0.7,
Nebraska,2020,04,Live audio/video,All,46823,182.7,
Nebraska,2020,04,Other telehealth,All,555,2.2,
Nebraska,2020,04,Remote patient monitoring,All,74,0.3,
Nebraska,2020,04,Store and forward,All,135,0.5,
Nevada,2020,04,Live audio/video,All,101381,143.8,
Nevada,2020,04,Other telehealth,All,210,0.3,
Nevada,2020,04,Remote patient monitoring,All,135,0.2,
Nevada,2020,04,Store and forward,All,319,0.5,
New Hampshire,2020,04,Live audio/video,All,85008,413.1,
New Hampshire,2020,04,Other telehealth,All,102,0.5,
New Hampshire,2020,04,Remote patient monitoring,All,0,0.0,
New Hampshire,2020,04,Store and forward,All,144,0.7,
New Jersey,2020,04,Live audio/video,All,272552,154.5,
New Jersey,2020,04,Other telehealth,All,3369,1.9,
New Jersey,2020,04,Remote patient monitoring,All,449,0.3,
New Jersey,2020,04,Store and forward,All,720,0.4,
New Mexico,2020,04,Live audio/video,All,131864,155.3,
New Mexico,2020,04,Other telehealth,All,2187,2.6,
New Mexico,2020,04,Remote patient monitoring,All,73,0.1,
New Mexico,2020,04,Store and forward,All,509,0.6,
New York,2020,04,Live audio/video,All,802625,121.6,
New York,2020,04,Other telehealth,All,6304,1.0,
New York,2020,04,Remote patient monitoring,All,1300,0.2,
New York,2020,04,Store and forward,All,11188,1.7,
North Carolina,2020,04,Live audio/video,All,275193,119.2,
North Carolina,2020,04,Other telehealth,All,7550,3.3,
North Carolina,2020,04,Remote patient monitoring,All,191,0.1,
North Carolina,2020,04,Store and forward,All,105,0.0,
North Dakota,2020,04,Live audio/video,All,17535,183.3,
North Dakota,2020,04,Other telehealth,All,22,0.2,
North Dakota,2020,04,Store and forward,All,29,0.3,
Ohio,2020,04,Live audio/video,All,759241,264.6,
Ohio,2020,04,Other telehealth,All,4894,1.7,
Ohio,2020,04,Remote patient monitoring,All,152,0.1,
Ohio,2020,04,Store and forward,All,1805,0.6,
Oklahoma,2020,04,Live audio/video,All,183054,212.1,
Oklahoma,2020,04,Other telehealth,All,976,1.1,
Oklahoma,2020,04,Remote patient monitoring,All,78,0.1,
Oklahoma,2020,04,Store and forward,All,170,0.2,
Oregon,2020,04,Live audio/video,All,273802,238.7,
Oregon,2020,04,Other telehealth,All,1168,1.0,
Oregon,2020,04,Remote patient monitoring,All,88,0.1,
Oregon,2020,04,Store and forward,All,222,0.2,
Pennsylvania,2020,04,Live audio/video,All,251426,84.6,
Pennsylvania,2020,04,Other telehealth,All,22960,7.7,
Pennsylvania,2020,04,Remote patient monitoring,All,56,0.0,
Pennsylvania,2020,04,Store and forward,All,498,0.2,
Puerto Rico,2020,04,Live audio/video,All,106150,85.8,
Puerto Rico,2020,04,Other telehealth,All,16187,13.1,
Puerto Rico,2020,04,Remote patient monitoring,All,767,0.6,
Puerto Rico,2020,04,Store and forward,All,357,0.3,
Rhode Island,2020,04,Live audio/video,All,48712,146.5,
Rhode Island,2020,04,Other telehealth,All,286,0.9,
Rhode Island,2020,04,Remote patient monitoring,All,0,0.0,
Rhode Island,2020,04,Store and forward,All,338,1.0,
South Carolina,2020,04,Live audio/video,All,119100,93.0,
South Carolina,2020,04,Other telehealth,All,669,0.5,
South Carolina,2020,04,Store and forward,All,144,0.1,
South Dakota,2020,04,Live audio/video,All,13520,110.9,
South Dakota,2020,04,Other telehealth,All,58,0.5,
South Dakota,2020,04,Remote patient monitoring,All,0,0.0,
South Dakota,2020,04,Store and forward,All,0,0.0,
Tennessee,2020,04,Live audio/video,All,232985,114.9,
Tennessee,2020,04,Other telehealth,All,1290,0.6,
Tennessee,2020,04,Remote patient monitoring,All,189,0.1,
Tennessee,2020,04,Store and forward,All,569,0.3,
Texas,2020,04,Live audio/video,All,686817,135.5,
Texas,2020,04,Other telehealth,All,20392,4.0,
Texas,2020,04,Remote patient monitoring,All,725,0.1,
Texas,2020,04,Store and forward,All,3975,0.8,
Utah,2020,04,Live audio/video,All,31917,96.0,Unusable
Utah,2020,04,Other telehealth,All,62,0.2,Unusable
Utah,2020,04,Remote patient monitoring,All,0,0.0,Unusable
Vermont,2020,04,Live audio/video,All,10611,62.0,
Vermont,2020,04,Other telehealth,All,1053,6.2,
Vermont,2020,04,Remote patient monitoring,All,0,0.0,
Vermont,2020,04,Store and forward,All,38,0.2,
Virgin Islands,2020,04,Live audio/video,All,737,23.6,
Virgin Islands,2020,04,Remote patient monitoring,All,0,0.0,
Virgin Islands,2020,04,Store and forward,All,16,0.5,
Virginia,2020,04,Live audio/video,All,182698,113.1,
Virginia,2020,04,Other telehealth,All,1967,1.2,
Virginia,2020,04,Remote patient monitoring,All,13,0.0,
Virginia,2020,04,Store and forward,All,9052,5.6,
Washington,2020,04,Live audio/video,All,247778,134.4,
Washington,2020,04,Other telehealth,All,2669,1.4,
Washington,2020,04,Remote patient monitoring,All,167,0.1,
Washington,2020,04,Store and forward,All,389,0.2,
West Virginia,2020,04,Live audio/video,All,102759,184.7,
West Virginia,2020,04,Other telehealth,All,684,1.2,
West Virginia,2020,04,Remote patient monitoring,All,22,0.0,
West Virginia,2020,04,Store and forward,All,220,0.4,
Wisconsin,2020,04,Live audio/video,All,186927,157.3,
Wisconsin,2020,04,Other telehealth,All,1146,1.0,
Wisconsin,2020,04,Store and forward,All,40,0.0,
Wyoming,2020,04,Live audio/video,All,13858,206.4,
Wyoming,2020,04,Other telehealth,All,234,3.5,
Wyoming,2020,04,Remote patient monitoring,All,0,0.0,
Wyoming,2020,04,Store and forward,All,74,1.1,
Alabama,2020,05,Live audio/video,All,96372,80.5,
Alabama,2020,05,Other telehealth,All,129,0.1,
Alabama,2020,05,Remote patient monitoring,All,110,0.1,
Alabama,2020,05,Store and forward,All,37,0.0,
Alaska,2020,05,Live audio/video,All,37396,158.8,
Alaska,2020,05,Other telehealth,All,43,0.2,
Alaska,2020,05,Store and forward,All,349,1.5,
Arizona,2020,05,Live audio/video,All,499186,248.3,
Arizona,2020,05,Other telehealth,All,212,0.1,
Arizona,2020,05,Remote patient monitoring,All,263,0.1,
Arizona,2020,05,Store and forward,All,998,0.5,
Arkansas,2020,05,Live audio/video,All,124998,128.7,
Arkansas,2020,05,Other telehealth,All,304,0.3,
Arkansas,2020,05,Remote patient monitoring,All,23,0.0,
Arkansas,2020,05,Store and forward,All,179,0.2,
California,2020,05,Live audio/video,All,1534035,112.7,
California,2020,05,Other telehealth,All,16963,1.2,
California,2020,05,Remote patient monitoring,All,1378,0.1,
California,2020,05,Store and forward,All,10264,0.8,
Colorado,2020,05,Live audio/video,All,208934,153.9,
Colorado,2020,05,Other telehealth,All,180,0.1,
Colorado,2020,05,Remote patient monitoring,All,197,0.1,
Colorado,2020,05,Store and forward,All,560,0.4,
Connecticut,2020,05,Live audio/video,All,331810,327.8,
Connecticut,2020,05,Other telehealth,All,999,1.0,
Connecticut,2020,05,Remote patient monitoring,All,109,0.1,
Connecticut,2020,05,Store and forward,All,571,0.6,
Delaware,2020,05,Live audio/video,All,55364,216.9,
Delaware,2020,05,Other telehealth,All,96,0.4,
Delaware,2020,05,Remote patient monitoring,All,61,0.2,
Delaware,2020,05,Store and forward,All,1486,5.8,
District of Columbia,2020,05,Live audio/video,All,104509,400.7,
District of Columbia,2020,05,Store and forward,All,14,0.1,
Florida,2020,05,Live audio/video,All,464235,101.1,
Florida,2020,05,Other telehealth,All,1696,0.4,
Florida,2020,05,Remote patient monitoring,All,300,0.1,
Florida,2020,05,Store and forward,All,747,0.2,
Georgia,2020,05,Live audio/video,All,253154,112.3,
Georgia,2020,05,Other telehealth,All,462,0.2,
Georgia,2020,05,Remote patient monitoring,All,171,0.1,
Georgia,2020,05,Store and forward,All,263,0.1,
Hawaii,2020,05,Live audio/video,All,24682,68.5,
Hawaii,2020,05,Other telehealth,All,158,0.4,
Hawaii,2020,05,Remote patient monitoring,All,52,0.1,
Hawaii,2020,05,Store and forward,All,359,1.0,
Idaho,2020,05,Live audio/video,All,51760,141.0,
Idaho,2020,05,Remote patient monitoring,All,0,0.0,
Idaho,2020,05,Store and forward,All,24,0.1,
Illinois,2020,05,Live audio/video,All,252461,82.8,
Illinois,2020,05,Other telehealth,All,1187,0.4,
Illinois,2020,05,Remote patient monitoring,All,19,0.0,
Illinois,2020,05,Store and forward,All,383,0.1,
Indiana,2020,05,Live audio/video,All,354025,219.6,
Indiana,2020,05,Other telehealth,All,421,0.3,
Indiana,2020,05,Remote patient monitoring,All,0,0.0,
Indiana,2020,05,Store and forward,All,270,0.2,
Iowa,2020,05,Live audio/video,All,116983,162.3,
Iowa,2020,05,Other telehealth,All,184,0.3,
Iowa,2020,05,Remote patient monitoring,All,84,0.1,
Iowa,2020,05,Store and forward,All,74,0.1,
Kansas,2020,05,Live audio/video,All,89580,209.1,
Kansas,2020,05,Other telehealth,All,31,0.1,
Kansas,2020,05,Store and forward,All,36,0.1,
Kentucky,2020,05,Live audio/video,All,307301,192.4,
Kentucky,2020,05,Other telehealth,All,902,0.6,
Kentucky,2020,05,Remote patient monitoring,All,35,0.0,
Kentucky,2020,05,Store and forward,All,75,0.0,
Louisiana,2020,05,Live audio/video,All,321701,190.2,
Louisiana,2020,05,Other telehealth,All,351,0.2,
Louisiana,2020,05,Remote patient monitoring,All,220,0.1,
Louisiana,2020,05,Store and forward,All,404,0.2,
Maine,2020,05,Live audio/video,All,122639,360.4,Unusable
Maine,2020,05,Other telehealth,All,228,0.7,Unusable
Maine,2020,05,Remote patient monitoring,All,29,0.1,Unusable
Maine,2020,05,Store and forward,All,84,0.2,Unusable
Maryland,2020,05,Live audio/video,All,283538,194.8,
Maryland,2020,05,Other telehealth,All,956,0.7,
Maryland,2020,05,Remote patient monitoring,All,580,0.4,
Maryland,2020,05,Store and forward,All,264,0.2,
Massachusetts,2020,05,Live audio/video,All,704385,374.2,
Massachusetts,2020,05,Other telehealth,All,853,0.5,
Massachusetts,2020,05,Remote patient monitoring,All,28,0.0,
Massachusetts,2020,05,Store and forward,All,2143,1.1,
Michigan,2020,05,Live audio/video,All,493557,192.1,
Michigan,2020,05,Other telehealth,All,851,0.3,
Michigan,2020,05,Remote patient monitoring,All,215,0.1,
Michigan,2020,05,Store and forward,All,374,0.1,
Minnesota,2020,05,Live audio/video,All,332676,299.4,
Minnesota,2020,05,Other telehealth,All,1179,1.1,
Minnesota,2020,05,Remote patient monitoring,All,67,0.1,
Minnesota,2020,05,Store and forward,All,682,0.6,
Mississippi,2020,05,Live audio/video,All,99681,132.7,
Mississippi,2020,05,Other telehealth,All,796,1.1,
Mississippi,2020,05,Remote patient monitoring,All,107,0.1,
Mississippi,2020,05,Store and forward,All,292,0.4,
Missouri,2020,05,Live audio/video,All,109675,110.7,
Missouri,2020,05,Other telehealth,All,642,0.6,
Missouri,2020,05,Remote patient monitoring,All,80,0.1,
Missouri,2020,05,Store and forward,All,264,0.3,
Montana,2020,05,Live audio/video,All,50282,190.7,
Montana,2020,05,Other telehealth,All,29,0.1,
Montana,2020,05,Store and forward,All,133,0.5,
Nebraska,2020,05,Live audio/video,All,42551,163.8,
Nebraska,2020,05,Other telehealth,All,193,0.7,
Nebraska,2020,05,Remote patient monitoring,All,44,0.2,
Nebraska,2020,05,Store and forward,All,97,0.4,
Nevada,2020,05,Live audio/video,All,93878,130.1,
Nevada,2020,05,Other telehealth,All,90,0.1,
Nevada,2020,05,Remote patient monitoring,All,134,0.2,
Nevada,2020,05,Store and forward,All,201,0.3,
New Hampshire,2020,05,Live audio/video,All,75616,361.3,
New Hampshire,2020,05,Other telehealth,All,12,0.1,
New Hampshire,2020,05,Store and forward,All,64,0.3,
New Jersey,2020,05,Live audio/video,All,273493,153.1,
New Jersey,2020,05,Other telehealth,All,1655,0.9,
New Jersey,2020,05,Remote patient monitoring,All,738,0.4,
New Jersey,2020,05,Store and forward,All,320,0.2,
New Mexico,2020,05,Live audio/video,All,116697,135.9,
New Mexico,2020,05,Other telehealth,All,849,1.0,
New Mexico,2020,05,Remote patient monitoring,All,43,0.1,
New Mexico,2020,05,Store and forward,All,599,0.7,
New York,2020,05,Live audio/video,All,751445,112.3,
New York,2020,05,Other telehealth,All,3329,0.5,
New York,2020,05,Remote patient monitoring,All,1386,0.2,
New York,2020,05,Store and forward,All,9556,1.4,
North Carolina,2020,05,Live audio/video,All,263897,113.5,
North Carolina,2020,05,Other telehealth,All,4317,1.9,
North Carolina,2020,05,Remote patient monitoring,All,287,0.1,
North Carolina,2020,05,Store and forward,All,97,0.0,
North Dakota,2020,05,Live audio/video,All,14020,143.6,
North Dakota,2020,05,Other telehealth,All,13,0.1,
Ohio,2020,05,Live audio/video,All,686837,236.2,
Ohio,2020,05,Other telehealth,All,1536,0.5,
Ohio,2020,05,Remote patient monitoring,All,152,0.1,
Ohio,2020,05,Store and forward,All,1572,0.5,
Oklahoma,2020,05,Live audio/video,All,140798,160.3,
Oklahoma,2020,05,Other telehealth,All,439,0.5,
Oklahoma,2020,05,Remote patient monitoring,All,99,0.1,
Oklahoma,2020,05,Store and forward,All,34,0.0,
Oregon,2020,05,Live audio/video,All,246710,212.5,
Oregon,2020,05,Other telehealth,All,409,0.4,
Oregon,2020,05,Remote patient monitoring,All,64,0.1,
Oregon,2020,05,Store and forward,All,97,0.1,
Pennsylvania,2020,05,Live audio/video,All,217976,72.4,
Pennsylvania,2020,05,Other telehealth,All,12020,4.0,
Pennsylvania,2020,05,Remote patient monitoring,All,55,0.0,
Pennsylvania,2020,05,Store and forward,All,308,0.1,
Puerto Rico,2020,05,Live audio/video,All,102837,82.3,
Puerto Rico,2020,05,Other telehealth,All,9496,7.6,
Puerto Rico,2020,05,Remote patient monitoring,All,805,0.6,
Puerto Rico,2020,05,Store and forward,All,536,0.4,
Rhode Island,2020,05,Live audio/video,All,43683,130.4,
Rhode Island,2020,05,Other telehealth,All,252,0.8,
Rhode Island,2020,05,Remote patient monitoring,All,0,0.0,
Rhode Island,2020,05,Store and forward,All,318,0.9,
South Carolina,2020,05,Live audio/video,All,102783,79.6,
South Carolina,2020,05,Other telehealth,All,246,0.2,
South Carolina,2020,05,Store and forward,All,129,0.1,
South Dakota,2020,05,Live audio/video,All,11718,95.1,
South Dakota,2020,05,Other telehealth,All,55,0.4,
South Dakota,2020,05,Store and forward,All,0,0.0,
Tennessee,2020,05,Live audio/video,All,184760,87.6,
Tennessee,2020,05,Other telehealth,All,307,0.1,
Tennessee,2020,05,Remote patient monitoring,All,241,0.1,
Tennessee,2020,05,Store and forward,All,348,0.2,
Texas,2020,05,Live audio/video,All,601338,116.5,
Texas,2020,05,Other telehealth,All,20248,3.9,
Texas,2020,05,Remote patient monitoring,All,862,0.2,
Texas,2020,05,Store and forward,All,3314,0.6,
Utah,2020,05,Live audio/video,All,27215,79.6,Unusable
Utah,2020,05,Other telehealth,All,115,0.3,Unusable
Utah,2020,05,Store and forward,All,0,0.0,Unusable
Vermont,2020,05,Live audio/video,All,9197,53.2,
Vermont,2020,05,Other telehealth,All,606,3.5,
Vermont,2020,05,Remote patient monitoring,All,0,0.0,
Vermont,2020,05,Store and forward,All,28,0.2,
Virgin Islands,2020,05,Live audio/video,All,686,21.8,
Virgin Islands,2020,05,Remote patient monitoring,All,0,0.0,
Virginia,2020,05,Live audio/video,All,183891,112.3,
Virginia,2020,05,Other telehealth,All,557,0.3,
Virginia,2020,05,Remote patient monitoring,All,54,0.0,
Virginia,2020,05,Store and forward,All,7520,4.6,
Washington,2020,05,Live audio/video,All,229003,123.1,
Washington,2020,05,Other telehealth,All,1384,0.7,
Washington,2020,05,Remote patient monitoring,All,179,0.1,
Washington,2020,05,Store and forward,All,319,0.2,
West Virginia,2020,05,Live audio/video,All,77780,138.1,
West Virginia,2020,05,Other telehealth,All,138,0.2,
West Virginia,2020,05,Remote patient monitoring,All,22,0.0,
West Virginia,2020,05,Store and forward,All,17,0.0,
Wisconsin,2020,05,Live audio/video,All,177642,146.5,
Wisconsin,2020,05,Other telehealth,All,404,0.3,
Wisconsin,2020,05,Remote patient monitoring,All,17,0.0,
Wisconsin,2020,05,Store and forward,All,23,0.0,
Wyoming,2020,05,Live audio/video,All,10583,155.4,
Wyoming,2020,05,Other telehealth,All,45,0.7,
Wyoming,2020,05,Remote patient monitoring,All,0,0.0,
Wyoming,2020,05,Store and forward,All,34,0.5,
Alabama,2020,06,Live audio/video,All,81113,67.1,
Alabama,2020,06,Other telehealth,All,86,0.1,
Alabama,2020,06,Remote patient monitoring,All,112,0.1,
Alabama,2020,06,Store and forward,All,30,0.0,
Alaska,2020,06,Live audio/video,All,31942,134.9,
Alaska,2020,06,Other telehealth,All,66,0.3,
Alaska,2020,06,Remote patient monitoring,All,11,0.0,
Alaska,2020,06,Store and forward,All,298,1.3,
Arizona,2020,06,Live audio/video,All,490081,240.6,
Arizona,2020,06,Other telehealth,All,310,0.2,
Arizona,2020,06,Remote patient monitoring,All,586,0.3,
Arizona,2020,06,Store and forward,All,905,0.4,
Arkansas,2020,06,Live audio/video,All,93255,95.1,
Arkansas,2020,06,Other telehealth,All,384,0.4,
Arkansas,2020,06,Remote patient monitoring,All,33,0.0,
Arkansas,2020,06,Store and forward,All,155,0.2,
California,2020,06,Live audio/video,All,1432522,104.5,
California,2020,06,Other telehealth,All,11795,0.9,
California,2020,06,Remote patient monitoring,All,1672,0.1,
California,2020,06,Store and forward,All,10683,0.8,
Colorado,2020,06,Live audio/video,All,195119,141.5,
Colorado,2020,06,Other telehealth,All,96,0.1,
Colorado,2020,06,Remote patient monitoring,All,238,0.2,
Colorado,2020,06,Store and forward,All,454,0.3,
Connecticut,2020,06,Live audio/video,All,291411,286.0,
Connecticut,2020,06,Other telehealth,All,637,0.6,
Connecticut,2020,06,Remote patient monitoring,All,153,0.2,
Connecticut,2020,06,Store and forward,All,488,0.5,
Delaware,2020,06,Live audio/video,All,51958,201.7,
Delaware,2020,06,Other telehealth,All,76,0.3,
Delaware,2020,06,Remote patient monitoring,All,45,0.2,
Delaware,2020,06,Store and forward,All,3298,12.8,
District of Columbia,2020,06,Live audio/video,All,102295,388.6,
District of Columbia,2020,06,Other telehealth,All,0,0.0,
Florida,2020,06,Live audio/video,All,431668,93.3,
Florida,2020,06,Other telehealth,All,1168,0.3,
Florida,2020,06,Remote patient monitoring,All,339,0.1,
Florida,2020,06,Store and forward,All,650,0.1,
Georgia,2020,06,Live audio/video,All,222060,97.5,
Georgia,2020,06,Other telehealth,All,406,0.2,
Georgia,2020,06,Remote patient monitoring,All,183,0.1,
Georgia,2020,06,Store and forward,All,240,0.1,
Hawaii,2020,06,Live audio/video,All,22985,62.8,
Hawaii,2020,06,Other telehealth,All,176,0.5,
Hawaii,2020,06,Remote patient monitoring,All,71,0.2,
Hawaii,2020,06,Store and forward,All,482,1.3,
Idaho,2020,06,Live audio/video,All,36032,96.9,
Idaho,2020,06,Store and forward,All,36,0.1,
Illinois,2020,06,Live audio/video,All,194320,63.3,
Illinois,2020,06,Other telehealth,All,602,0.2,
Illinois,2020,06,Remote patient monitoring,All,12,0.0,
Illinois,2020,06,Store and forward,All,119,0.0,
Indiana,2020,06,Live audio/video,All,291867,177.0,
Indiana,2020,06,Other telehealth,All,205,0.1,
Indiana,2020,06,Store and forward,All,160,0.1,
Iowa,2020,06,Live audio/video,All,97211,133.4,
Iowa,2020,06,Other telehealth,All,128,0.2,
Iowa,2020,06,Remote patient monitoring,All,167,0.2,
Iowa,2020,06,Store and forward,All,40,0.1,
Kansas,2020,06,Live audio/video,All,64610,148.8,
Kansas,2020,06,Other telehealth,All,21,0.0,
Kansas,2020,06,Store and forward,All,16,0.0,
Kentucky,2020,06,Live audio/video,All,259548,159.8,
Kentucky,2020,06,Other telehealth,All,470,0.3,
Kentucky,2020,06,Remote patient monitoring,All,49,0.0,
Kentucky,2020,06,Store and forward,All,48,0.0,
Louisiana,2020,06,Live audio/video,All,271908,158.6,
Louisiana,2020,06,Other telehealth,All,221,0.1,
Louisiana,2020,06,Remote patient monitoring,All,269,0.2,
Louisiana,2020,06,Store and forward,All,254,0.1,
Maine,2020,06,Live audio/video,All,105259,304.4,Unusable
Maine,2020,06,Other telehealth,All,76,0.2,Unusable
Maine,2020,06,Remote patient monitoring,All,39,0.1,Unusable
Maine,2020,06,Store and forward,All,87,0.3,Unusable
Maryland,2020,06,Live audio/video,All,262404,178.6,
Maryland,2020,06,Other telehealth,All,577,0.4,
Maryland,2020,06,Remote patient monitoring,All,476,0.3,
Maryland,2020,06,Store and forward,All,184,0.1,
Massachusetts,2020,06,Live audio/video,All,698999,368.0,
Massachusetts,2020,06,Other telehealth,All,566,0.3,
Massachusetts,2020,06,Remote patient monitoring,All,42,0.0,
Massachusetts,2020,06,Store and forward,All,2066,1.1,
Michigan,2020,06,Live audio/video,All,436133,167.8,
Michigan,2020,06,Other telehealth,All,428,0.2,
Michigan,2020,06,Remote patient monitoring,All,107,0.0,
Michigan,2020,06,Store and forward,All,283,0.1,
Minnesota,2020,06,Live audio/video,All,301977,268.2,
Minnesota,2020,06,Other telehealth,All,1090,1.0,
Minnesota,2020,06,Remote patient monitoring,All,56,0.0,
Minnesota,2020,06,Store and forward,All,541,0.5,
Mississippi,2020,06,Live audio/video,All,84033,110.7,
Mississippi,2020,06,Other telehealth,All,490,0.6,
Mississippi,2020,06,Remote patient monitoring,All,115,0.2,
Mississippi,2020,06,Store and forward,All,121,0.2,
Missouri,2020,06,Live audio/video,All,88172,87.6,
Missouri,2020,06,Other telehealth,All,279,0.3,
Missouri,2020,06,Remote patient monitoring,All,93,0.1,
Missouri,2020,06,Store and forward,All,119,0.1,
Montana,2020,06,Live audio/video,All,33608,126.1,
Montana,2020,06,Other telehealth,All,24,0.1,
Montana,2020,06,Remote patient monitoring,All,0,0.0,
Montana,2020,06,Store and forward,All,106,0.4,
Nebraska,2020,06,Live audio/video,All,37271,141.5,
Nebraska,2020,06,Other telehealth,All,98,0.4,
Nebraska,2020,06,Remote patient monitoring,All,36,0.1,
Nebraska,2020,06,Store and forward,All,96,0.4,
Nevada,2020,06,Live audio/video,All,78487,106.9,
Nevada,2020,06,Other telehealth,All,100,0.1,
Nevada,2020,06,Remote patient monitoring,All,208,0.3,
Nevada,2020,06,Store and forward,All,97,0.1,
New Hampshire,2020,06,Live audio/video,All,68348,321.8,
